Document Type,Document Link,Description,Date
4,https://www.sec.gov/Archives/edgar/data/21344/000120919115013283/0001209191-15-013283-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001209191-15-013283 (34 Act)  Size: 7 KB",2/13/2015
SC 13G,https://www.sec.gov/Archives/edgar/data/21344/000093247115004974/0000932471-15-004974-index.htm,"Statement of Beneficial Ownership by Certain Investors
Acc-no: 0000932471-15-004974 (34 Act)  Size: 39 KB",2/11/2015
5,https://www.sec.gov/Archives/edgar/data/21344/000112760215005296/0001127602-15-005296-index.htm,"Annual statement of changes in beneficial ownership of securities
Acc-no: 0001127602-15-005296 Size: 6 KB",2/10/2015
5,https://www.sec.gov/Archives/edgar/data/21344/000112760215005291/0001127602-15-005291-index.htm,"Annual statement of changes in beneficial ownership of securities
Acc-no: 0001127602-15-005291 Size: 8 KB",2/10/2015
8-K,https://www.sec.gov/Archives/edgar/data/21344/000002134415000002/0000021344-15-000002-index.htm,"Current report, items 2.02 and 9.01
Acc-no: 0000021344-15-000002 (34 Act)  Size: 2 MB",2/10/2015
SC 13G/A,https://www.sec.gov/Archives/edgar/data/21344/000021545715000146/0000215457-15-000146-index.htm,"[Amend] Statement of Beneficial Ownership by Certain Investors
Acc-no: 0000215457-15-000146 (34 Act)  Size: 13 KB",2/9/2015
3,https://www.sec.gov/Archives/edgar/data/21344/000112760215001443/0001127602-15-001443-index.htm,"Initial statement of beneficial ownership of securities
Acc-no: 0001127602-15-001443 Size: 10 KB",1/8/2015
3,https://www.sec.gov/Archives/edgar/data/21344/000112760215001441/0001127602-15-001441-index.htm,"Initial statement of beneficial ownership of securities
Acc-no: 0001127602-15-001441 Size: 15 KB",1/8/2015
NO ACT,https://www.sec.gov/Archives/edgar/data/21344/999999999715000137/9999999997-15-000137-index.htm,"[Paper]No Action Letter
Acc-no: 9999999997-15-000137 (34 Act)  Size: 1 KB",12/23/2014
SC 13D/A,https://www.sec.gov/Archives/edgar/data/21344/000110465914087614/0001104659-14-087614-index.htm,"[Amend] General Statement of Acquisition of Beneficial Ownership
Acc-no: 0001104659-14-087614 Size: 1 MB",12/18/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214035442/0001127602-14-035442-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-035442 Size: 7 KB",12/17/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214035441/0001127602-14-035441-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-035441 Size: 6 KB",12/17/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214035440/0001127602-14-035440-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-035440 Size: 6 KB",12/17/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214035439/0001127602-14-035439-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-035439 Size: 6 KB",12/17/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214035438/0001127602-14-035438-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-035438 Size: 6 KB",12/17/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214035437/0001127602-14-035437-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-035437 Size: 6 KB",12/17/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214035436/0001127602-14-035436-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-035436 Size: 5 KB",12/17/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214035435/0001127602-14-035435-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-035435 Size: 6 KB",12/17/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214035434/0001127602-14-035434-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-035434 Size: 6 KB",12/17/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214035433/0001127602-14-035433-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-035433 Size: 6 KB",12/17/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214035429/0001127602-14-035429-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-035429 Size: 6 KB",12/17/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214035425/0001127602-14-035425-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-035425 Size: 6 KB",12/17/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214035424/0001127602-14-035424-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-035424 Size: 6 KB",12/17/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214035423/0001127602-14-035423-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-035423 Size: 8 KB",12/17/2014
NO ACT,https://www.sec.gov/Archives/edgar/data/21344/999999999714016007/9999999997-14-016007-index.htm,"[Paper]No Action Letter
Acc-no: 9999999997-14-016007 (34 Act)  Size: 1 KB",12/16/2014
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465914086151/0001104659-14-086151-index.htm,"Current report, items 5.02 and 9.01
Acc-no: 0001104659-14-086151 (34 Act)  Size: 81 KB",12/11/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214034675/0001127602-14-034675-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-034675 Size: 22 KB",12/10/2014
SC 13D/A,https://www.sec.gov/Archives/edgar/data/21344/000110465914085350/0001104659-14-085350-index.htm,"[Amend] General Statement of Acquisition of Beneficial Ownership
Acc-no: 0001104659-14-085350 Size: 1 MB",12/8/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214034282/0001127602-14-034282-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-034282 Size: 15 KB",12/5/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214032250/0001127602-14-032250-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-032250 Size: 11 KB",11/14/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214031919/0001127602-14-031919-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-031919 Size: 7 KB",11/12/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214031209/0001127602-14-031209-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-031209 Size: 16 KB",11/5/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214030515/0001127602-14-030515-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-030515 Size: 11 KB",10/30/2014
8-K,https://www.sec.gov/Archives/edgar/data/21344/000002134414000034/0000021344-14-000034-index.htm,"Current report, items 2.02, 7.01, and 9.01
Acc-no: 0000021344-14-000034 (34 Act)  Size: 2 MB",10/21/2014
SC 13D/A,https://www.sec.gov/Archives/edgar/data/21344/000110465914072463/0001104659-14-072463-index.htm,"[Amend] General Statement of Acquisition of Beneficial Ownership
Acc-no: 0001104659-14-072463 Size: 1 MB",10/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214029561/0001127602-14-029561-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-029561 Size: 15 KB",10/7/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214029360/0001127602-14-029360-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-029360 Size: 7 KB",10/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214029358/0001127602-14-029358-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-029358 Size: 6 KB",10/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214029356/0001127602-14-029356-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-029356 Size: 6 KB",10/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214029354/0001127602-14-029354-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-029354 Size: 6 KB",10/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214029352/0001127602-14-029352-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-029352 Size: 6 KB",10/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214029350/0001127602-14-029350-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-029350 Size: 6 KB",10/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214029346/0001127602-14-029346-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-029346 Size: 5 KB",10/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214029344/0001127602-14-029344-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-029344 Size: 6 KB",10/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214029342/0001127602-14-029342-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-029342 Size: 6 KB",10/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214029340/0001127602-14-029340-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-029340 Size: 6 KB",10/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214029338/0001127602-14-029338-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-029338 Size: 6 KB",10/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214029336/0001127602-14-029336-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-029336 Size: 6 KB",10/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214029334/0001127602-14-029334-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-029334 Size: 6 KB",10/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214029332/0001127602-14-029332-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-029332 Size: 8 KB",10/3/2014
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465914069388/0001104659-14-069388-index.htm,"Current report, items 8.01 and 9.01
Acc-no: 0001104659-14-069388 (34 Act)  Size: 76 KB",10/1/2014
CERTNYS,https://www.sec.gov/Archives/edgar/data/21344/999999999714013877/9999999997-14-013877-index.htm,"[Paper]Certification by the New York Stock Exchange approving securities for listing
Acc-no: 9999999997-14-013877 (34 Act)  Size: 1 KB",9/23/2014
CERTNYS,https://www.sec.gov/Archives/edgar/data/21344/999999999714013869/9999999997-14-013869-index.htm,"[Paper]Certification by the New York Stock Exchange approving securities for listing
Acc-no: 9999999997-14-013869 (34 Act)  Size: 1 KB",9/23/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214028307/0001127602-14-028307-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-028307 Size: 19 KB",9/23/2014
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465914067506/0001104659-14-067506-index.htm,"Current report, items 8.01 and 9.01
Acc-no: 0001104659-14-067506 (34 Act)  Size: 88 KB",9/22/2014
8-A12B,https://www.sec.gov/Archives/edgar/data/21344/000110465914067294/0001104659-14-067294-index.htm,"Registration of securities [Section 12(b)]
Acc-no: 0001104659-14-067294 (34 Act)  Size: 191 KB",9/19/2014
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465914067124/0001104659-14-067124-index.htm,"Current report, items 8.01 and 9.01
Acc-no: 0001104659-14-067124 (34 Act)  Size: 252 KB",9/19/2014
424B2,https://www.sec.gov/Archives/edgar/data/21344/000104746914007699/0001047469-14-007699-index.htm,"Prospectus [Rule 424(b)(2)]
Acc-no: 0001047469-14-007699 (33 Act)  Size: 589 KB",9/17/2014
FWP,https://www.sec.gov/Archives/edgar/data/21344/000110465914066307/0001104659-14-066307-index.htm,"Filing under Securities Act Rules 163/433 of free writing prospectuses
Acc-no: 0001104659-14-066307 (34 Act)  Size: 30 KB",9/15/2014
424B5,https://www.sec.gov/Archives/edgar/data/21344/000104746914007613/0001047469-14-007613-index.htm,"Prospectus [Rule 424(b)(5)]
Acc-no: 0001047469-14-007613 (33 Act)  Size: 584 KB",9/15/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214027174/0001127602-14-027174-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-027174 Size: 8 KB",9/4/2014
SC 13D/A,https://www.sec.gov/Archives/edgar/data/21344/000110465914064024/0001104659-14-064024-index.htm,"[Amend] General Statement of Acquisition of Beneficial Ownership
Acc-no: 0001104659-14-064024 Size: 1 MB",8/29/2014
SC 13D/A,https://www.sec.gov/Archives/edgar/data/21344/000002134414000031/0000021344-14-000031-index.htm,"[Amend] General Statement of Acquisition of Beneficial Ownership
Acc-no: 0000021344-14-000031 Size: 623 KB",8/22/2014
8-K,https://www.sec.gov/Archives/edgar/data/21344/000134100414000716/0001341004-14-000716-index.htm,"Current report, items 8.01 and 9.01
Acc-no: 0001341004-14-000716 (34 Act)  Size: 127 KB",8/20/2014
425,https://www.sec.gov/Archives/edgar/data/21344/000134100414000717/0001341004-14-000717-index.htm,"Prospectuses and communications, business combinations
Acc-no: 0001341004-14-000717 Size: 127 KB",8/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214025834/0001127602-14-025834-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-025834 Size: 10 KB",8/19/2014
8-K,https://www.sec.gov/Archives/edgar/data/21344/000002134414000027/0000021344-14-000027-index.htm,"Current report, items 2.02 and 9.01
Acc-no: 0000021344-14-000027 (34 Act)  Size: 1 MB",7/22/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214022826/0001127602-14-022826-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-022826 Size: 7 KB",7/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214022823/0001127602-14-022823-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-022823 Size: 6 KB",7/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214022821/0001127602-14-022821-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-022821 Size: 6 KB",7/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214022819/0001127602-14-022819-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-022819 Size: 6 KB",7/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214022816/0001127602-14-022816-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-022816 Size: 6 KB",7/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214022814/0001127602-14-022814-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-022814 Size: 6 KB",7/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214022812/0001127602-14-022812-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-022812 Size: 5 KB",7/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214022810/0001127602-14-022810-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-022810 Size: 6 KB",7/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214022808/0001127602-14-022808-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-022808 Size: 6 KB",7/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214022806/0001127602-14-022806-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-022806 Size: 6 KB",7/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214022801/0001127602-14-022801-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-022801 Size: 6 KB",7/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214022798/0001127602-14-022798-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-022798 Size: 6 KB",7/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214022795/0001127602-14-022795-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-022795 Size: 6 KB",7/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214022793/0001127602-14-022793-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-022793 Size: 7 KB",7/3/2014
11-K,https://www.sec.gov/Archives/edgar/data/21344/000110465914049377/0001104659-14-049377-index.htm,"Annual report of employee stock purchase, savings and similar plans
Acc-no: 0001104659-14-049377 (34 Act)  Size: 486 KB",6/30/2014
11-K,https://www.sec.gov/Archives/edgar/data/21344/000110465914049376/0001104659-14-049376-index.htm,"Annual report of employee stock purchase, savings and similar plans
Acc-no: 0001104659-14-049376 (34 Act)  Size: 481 KB",6/30/2014
11-K,https://www.sec.gov/Archives/edgar/data/21344/000110465914049368/0001104659-14-049368-index.htm,"Annual report of employee stock purchase, savings and similar plans
Acc-no: 0001104659-14-049368 (34 Act)  Size: 540 KB",6/30/2014
11-K,https://www.sec.gov/Archives/edgar/data/21344/000110465914049366/0001104659-14-049366-index.htm,"Annual report of employee stock purchase, savings and similar plans
Acc-no: 0001104659-14-049366 (34 Act)  Size: 521 KB",6/30/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214021829/0001127602-14-021829-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-021829 Size: 10 KB",6/30/2014
11-K,https://www.sec.gov/Archives/edgar/data/21344/000002134414000024/0000021344-14-000024-index.htm,"Annual report of employee stock purchase, savings and similar plans
Acc-no: 0000021344-14-000024 (34 Act)  Size: 466 KB",6/27/2014
11-K,https://www.sec.gov/Archives/edgar/data/21344/000002134414000023/0000021344-14-000023-index.htm,"Annual report of employee stock purchase, savings and similar plans
Acc-no: 0000021344-14-000023 (34 Act)  Size: 330 KB",6/27/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214018323/0001127602-14-018323-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-018323 Size: 7 KB",5/21/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214017859/0001127602-14-017859-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-017859 Size: 12 KB",5/16/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214017686/0001127602-14-017686-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-017686 Size: 8 KB",5/15/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214017324/0001127602-14-017324-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-017324 Size: 15 KB",5/13/2014
SC 13D/A,https://www.sec.gov/Archives/edgar/data/21344/000110465914037797/0001104659-14-037797-index.htm,"[Amend] General Statement of Acquisition of Beneficial Ownership
Acc-no: 0001104659-14-037797 Size: 1 MB",5/13/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000110465914037794/0001104659-14-037794-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001104659-14-037794 (34 Act)  Size: 32 KB",5/12/2014
SC 13D/A,https://www.sec.gov/Archives/edgar/data/21344/000110465914036465/0001104659-14-036465-index.htm,"[Amend] General Statement of Acquisition of Beneficial Ownership
Acc-no: 0001104659-14-036465 Size: 1 MB",5/8/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214016698/0001127602-14-016698-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-016698 Size: 11 KB",5/7/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214015978/0001127602-14-015978-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-015978 Size: 7 KB",5/2/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214015975/0001127602-14-015975-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-015975 Size: 7 KB",5/2/2014
3,https://www.sec.gov/Archives/edgar/data/21344/000112760214015971/0001127602-14-015971-index.htm,"Initial statement of beneficial ownership of securities
Acc-no: 0001127602-14-015971 Size: 15 KB",5/2/2014
10-Q/A,https://www.sec.gov/Archives/edgar/data/21344/000002134414000018/0000021344-14-000018-index.htm,"[Amend] Quarterly report [Sections 13 or 15(d)]
Acc-no: 0000021344-14-000018 (34 Act)  Size: 458 KB",4/30/2014
S-8,https://www.sec.gov/Archives/edgar/data/21344/000110465914031758/0001104659-14-031758-index.htm,"Securities to be offered to employees in employee benefit plans
Acc-no: 0001104659-14-031758 (33 Act)  Size: 409 KB",4/29/2014
S-8 POS,https://www.sec.gov/Archives/edgar/data/21344/000110465914031757/0001104659-14-031757-index.htm,"Securities to be offered to employees in employee benefit plans, post-effective amendments
Acc-no: 0001104659-14-031757 (33 Act)  Size: 140 KB",4/29/2014
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465914030524/0001104659-14-030524-index.htm,"Current report, items 5.02 and 9.01
Acc-no: 0001104659-14-030524 (34 Act)  Size: 203 KB",4/25/2014
8-K,https://www.sec.gov/Archives/edgar/data/21344/000130817914000200/0001308179-14-000200-index.htm,"Current report, items 5.02, 5.07, and 9.01
Acc-no: 0001308179-14-000200 (34 Act)  Size: 245 KB",4/23/2014
PX14A6G,https://www.sec.gov/Archives/edgar/data/21344/000091957414002689/0000919574-14-002689-index.htm,"Notice of exempt solicitation submitted by non-management
Acc-no: 0000919574-14-002689 (34 Act)  Size: 321 KB",4/22/2014
PX14A6G,https://www.sec.gov/Archives/edgar/data/21344/000091957414002687/0000919574-14-002687-index.htm,"Notice of exempt solicitation submitted by non-management
Acc-no: 0000919574-14-002687 (34 Act)  Size: 58 KB",4/22/2014
PX14A6G,https://www.sec.gov/Archives/edgar/data/21344/000091957414002678/0000919574-14-002678-index.htm,"Notice of exempt solicitation submitted by non-management
Acc-no: 0000919574-14-002678 (34 Act)  Size: 45 KB",4/21/2014
8-K,https://www.sec.gov/Archives/edgar/data/21344/000002134414000012/0000021344-14-000012-index.htm,"Current report, items 2.02 and 9.01
Acc-no: 0000021344-14-000012 (34 Act)  Size: 1 MB",4/15/2014
PX14A6G,https://www.sec.gov/Archives/edgar/data/21344/000091957414002629/0000919574-14-002629-index.htm,"Notice of exempt solicitation submitted by non-management
Acc-no: 0000919574-14-002629 (34 Act)  Size: 58 KB",4/15/2014
PX14A6G,https://www.sec.gov/Archives/edgar/data/21344/000091957414002619/0000919574-14-002619-index.htm,"Notice of exempt solicitation submitted by non-management
Acc-no: 0000919574-14-002619 (34 Act)  Size: 335 KB",4/14/2014
PX14A6G,https://www.sec.gov/Archives/edgar/data/21344/000091957414002596/0000919574-14-002596-index.htm,"Notice of exempt solicitation submitted by non-management
Acc-no: 0000919574-14-002596 (34 Act)  Size: 971 KB",4/10/2014
DEFA14A,https://www.sec.gov/Archives/edgar/data/21344/000130817914000125/0001308179-14-000125-index.htm,"Additional definitive proxy soliciting materials and Rule 14(a)(12) material
Acc-no: 0001308179-14-000125 (34 Act)  Size: 71 KB",4/3/2014
PX14A6G,https://www.sec.gov/Archives/edgar/data/21344/000091957414002505/0000919574-14-002505-index.htm,"Notice of exempt solicitation submitted by non-management
Acc-no: 0000919574-14-002505 (34 Act)  Size: 17 KB",4/3/2014
PX14A6G,https://www.sec.gov/Archives/edgar/data/21344/000091957414002503/0000919574-14-002503-index.htm,"Notice of exempt solicitation submitted by non-management
Acc-no: 0000919574-14-002503 (34 Act)  Size: 2 MB",4/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214013967/0001127602-14-013967-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-013967 Size: 6 KB",4/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214013964/0001127602-14-013964-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-013964 Size: 7 KB",4/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214013962/0001127602-14-013962-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-013962 Size: 7 KB",4/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214013960/0001127602-14-013960-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-013960 Size: 6 KB",4/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214013958/0001127602-14-013958-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-013958 Size: 6 KB",4/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214013956/0001127602-14-013956-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-013956 Size: 6 KB",4/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214013953/0001127602-14-013953-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-013953 Size: 7 KB",4/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214013950/0001127602-14-013950-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-013950 Size: 6 KB",4/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214013948/0001127602-14-013948-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-013948 Size: 6 KB",4/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214013946/0001127602-14-013946-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-013946 Size: 6 KB",4/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214013944/0001127602-14-013944-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-013944 Size: 6 KB",4/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214013941/0001127602-14-013941-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-013941 Size: 6 KB",4/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214013937/0001127602-14-013937-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-013937 Size: 6 KB",4/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214013935/0001127602-14-013935-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-013935 Size: 6 KB",4/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214013933/0001127602-14-013933-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-013933 Size: 6 KB",4/3/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214013931/0001127602-14-013931-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-013931 Size: 7 KB",4/3/2014
DEFA14A,https://www.sec.gov/Archives/edgar/data/21344/000130817914000116/0001308179-14-000116-index.htm,"Additional definitive proxy soliciting materials and Rule 14(a)(12) material
Acc-no: 0001308179-14-000116 (34 Act)  Size: 71 KB",3/28/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214012201/0001127602-14-012201-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-012201 Size: 9 KB",3/19/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214011550/0001127602-14-011550-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-011550 Size: 11 KB",3/14/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214011455/0001127602-14-011455-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-011455 Size: 7 KB",3/13/2014
3,https://www.sec.gov/Archives/edgar/data/21344/000120919114018857/0001209191-14-018857-index.htm,"Initial statement of beneficial ownership of securities
Acc-no: 0001209191-14-018857 (34 Act)  Size: 6 KB",3/10/2014
