Document Type,Document Link,Description,Date
SC 13D,https://www.sec.gov/Archives/edgar/data/21344/000134100414000179/0001341004-14-000179-index.htm,"General Statement of Acquisition of Beneficial Ownership
Acc-no: 0001341004-14-000179 Size: 590 KB",3/10/2014
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465914017583/0001104659-14-017583-index.htm,"Current report, items 8.01 and 9.01
Acc-no: 0001104659-14-017583 (34 Act)  Size: 293 KB",3/7/2014
DEFA14A,https://www.sec.gov/Archives/edgar/data/21344/000130817914000051/0001308179-14-000051-index.htm,"Additional definitive proxy soliciting materials and Rule 14(a)(12) material
Acc-no: 0001308179-14-000051 (34 Act)  Size: 5 MB",3/7/2014
DEFA14A,https://www.sec.gov/Archives/edgar/data/21344/000130817914000050/0001308179-14-000050-index.htm,"Additional definitive proxy soliciting materials and Rule 14(a)(12) material
Acc-no: 0001308179-14-000050 (34 Act)  Size: 1 MB",3/7/2014
DEF 14A,https://www.sec.gov/Archives/edgar/data/21344/000130817914000049/0001308179-14-000049-index.htm,"Other definitive proxy statements
Acc-no: 0001308179-14-000049 (34 Act)  Size: 12 MB",3/7/2014
424B2,https://www.sec.gov/Archives/edgar/data/21344/000104746914001836/0001047469-14-001836-index.htm,"Prospectus [Rule 424(b)(2)]
Acc-no: 0001047469-14-001836 (33 Act)  Size: 455 KB",3/5/2014
FWP,https://www.sec.gov/Archives/edgar/data/21344/000110465914015883/0001104659-14-015883-index.htm,"Filing under Securities Act Rules 163/433 of free writing prospectuses
Acc-no: 0001104659-14-015883 (34 Act)  Size: 30 KB",3/4/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214009892/0001127602-14-009892-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-009892 Size: 7 KB",3/4/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214009889/0001127602-14-009889-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-009889 Size: 5 KB",3/4/2014
424B5,https://www.sec.gov/Archives/edgar/data/21344/000104746914001732/0001047469-14-001732-index.htm,"Prospectus [Rule 424(b)(5)]
Acc-no: 0001047469-14-001732 (33 Act)  Size: 453 KB",3/4/2014
S-8 POS,https://www.sec.gov/Archives/edgar/data/21344/000110465914014604/0001104659-14-014604-index.htm,"Securities to be offered to employees in employee benefit plans, post-effective amendments
Acc-no: 0001104659-14-014604 (33 Act)  Size: 165 KB",2/28/2014
S-8 POS,https://www.sec.gov/Archives/edgar/data/21344/000110465914014603/0001104659-14-014603-index.htm,"Securities to be offered to employees in employee benefit plans, post-effective amendments
Acc-no: 0001104659-14-014603 (33 Act)  Size: 164 KB",2/28/2014
S-8,https://www.sec.gov/Archives/edgar/data/21344/000110465914014602/0001104659-14-014602-index.htm,"Securities to be offered to employees in employee benefit plans
Acc-no: 0001104659-14-014602 (33 Act)  Size: 206 KB",2/28/2014
S-8,https://www.sec.gov/Archives/edgar/data/21344/000110465914014600/0001104659-14-014600-index.htm,"Securities to be offered to employees in employee benefit plans
Acc-no: 0001104659-14-014600 (33 Act)  Size: 206 KB",2/28/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214009137/0001127602-14-009137-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-009137 Size: 5 KB",2/28/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214008558/0001127602-14-008558-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-008558 Size: 9 KB",2/26/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214008557/0001127602-14-008557-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-008557 Size: 6 KB",2/26/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214008556/0001127602-14-008556-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-008556 Size: 6 KB",2/26/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007945/0001127602-14-007945-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007945 Size: 5 KB",2/24/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007942/0001127602-14-007942-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007942 Size: 8 KB",2/24/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007940/0001127602-14-007940-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007940 Size: 9 KB",2/24/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007937/0001127602-14-007937-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007937 Size: 9 KB",2/24/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007929/0001127602-14-007929-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007929 Size: 8 KB",2/24/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007922/0001127602-14-007922-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007922 Size: 9 KB",2/24/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007912/0001127602-14-007912-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007912 Size: 8 KB",2/24/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007907/0001127602-14-007907-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007907 Size: 10 KB",2/24/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007905/0001127602-14-007905-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007905 Size: 5 KB",2/24/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007895/0001127602-14-007895-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007895 Size: 5 KB",2/24/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007891/0001127602-14-007891-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007891 Size: 5 KB",2/24/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007885/0001127602-14-007885-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007885 Size: 8 KB",2/24/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007880/0001127602-14-007880-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007880 Size: 9 KB",2/24/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007876/0001127602-14-007876-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007876 Size: 9 KB",2/24/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007861/0001127602-14-007861-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007861 Size: 8 KB",2/24/2014
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465914012209/0001104659-14-012209-index.htm,"Current report, items 5.02 and 9.01
Acc-no: 0001104659-14-012209 (34 Act)  Size: 179 KB",2/21/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007395/0001127602-14-007395-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007395 Size: 8 KB",2/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007389/0001127602-14-007389-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007389 Size: 4 KB",2/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007383/0001127602-14-007383-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007383 Size: 7 KB",2/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007378/0001127602-14-007378-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007378 Size: 7 KB",2/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007376/0001127602-14-007376-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007376 Size: 8 KB",2/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007374/0001127602-14-007374-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007374 Size: 7 KB",2/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007372/0001127602-14-007372-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007372 Size: 7 KB",2/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007370/0001127602-14-007370-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007370 Size: 4 KB",2/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007366/0001127602-14-007366-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007366 Size: 7 KB",2/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007362/0001127602-14-007362-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007362 Size: 4 KB",2/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007360/0001127602-14-007360-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007360 Size: 4 KB",2/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007358/0001127602-14-007358-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007358 Size: 4 KB",2/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007356/0001127602-14-007356-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007356 Size: 10 KB",2/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007352/0001127602-14-007352-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007352 Size: 6 KB",2/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007349/0001127602-14-007349-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007349 Size: 7 KB",2/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007347/0001127602-14-007347-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007347 Size: 7 KB",2/20/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760214007345/0001127602-14-007345-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-14-007345 Size: 7 KB",2/20/2014
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465914011382/0001104659-14-011382-index.htm,"Current report, items 5.02 and 9.01
Acc-no: 0001104659-14-011382 (34 Act)  Size: 473 KB",2/19/2014
8-K,https://www.sec.gov/Archives/edgar/data/21344/000002134414000005/0000021344-14-000005-index.htm,"Current report, items 2.02 and 9.01
Acc-no: 0000021344-14-000005 (34 Act)  Size: 2 MB",2/18/2014
SC 13G/A,https://www.sec.gov/Archives/edgar/data/21344/000090342314000091/0000903423-14-000091-index.htm,"[Amend] Statement of Beneficial Ownership by Certain Investors
Acc-no: 0000903423-14-000091 Size: 113 KB",2/14/2014
3/A,https://www.sec.gov/Archives/edgar/data/21344/000112760214005492/0001127602-14-005492-index.htm,"[Amend] Initial statement of beneficial ownership of securities
Acc-no: 0001127602-14-005492 Size: 3 KB",2/11/2014
SC 13G,https://www.sec.gov/Archives/edgar/data/21344/000130522714000143/0001305227-14-000143-index.htm,"Statement of Beneficial Ownership by Certain Investors
Acc-no: 0001305227-14-000143 (34 Act)  Size: 13 KB",2/11/2014
8-K,https://www.sec.gov/Archives/edgar/data/21344/000134100414000091/0001341004-14-000091-index.htm,"Current report, items 8.01 and 9.01
Acc-no: 0001341004-14-000091 (34 Act)  Size: 124 KB",2/6/2014
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465914003975/0001104659-14-003975-index.htm,"Current report, items 5.02 and 9.01
Acc-no: 0001104659-14-003975 (34 Act)  Size: 116 KB",1/24/2014
NO ACT,https://www.sec.gov/Archives/edgar/data/21344/999999999714000806/9999999997-14-000806-index.htm,"[Paper]No Action Letter
Acc-no: 9999999997-14-000806 (34 Act)  Size: 1 KB",1/16/2014
NO ACT,https://www.sec.gov/Archives/edgar/data/21344/999999999714000602/9999999997-14-000602-index.htm,"[Paper]No Action Letter
Acc-no: 9999999997-14-000602 (34 Act)  Size: 1 KB",1/15/2014
NO ACT,https://www.sec.gov/Archives/edgar/data/21344/999999999714000600/9999999997-14-000600-index.htm,"[Paper]No Action Letter
Acc-no: 9999999997-14-000600 (34 Act)  Size: 1 KB",1/15/2014
3,https://www.sec.gov/Archives/edgar/data/21344/000112760214001596/0001127602-14-001596-index.htm,"Initial statement of beneficial ownership of securities
Acc-no: 0001127602-14-001596 Size: 25 KB",1/9/2014
NO ACT,https://www.sec.gov/Archives/edgar/data/21344/999999999714000861/9999999997-14-000861-index.htm,"[Paper]No Action Letter
Acc-no: 9999999997-14-000861 (34 Act)  Size: 1 KB",1/8/2014
NO ACT,https://www.sec.gov/Archives/edgar/data/21344/999999999714000588/9999999997-14-000588-index.htm,"[Paper]No Action Letter
Acc-no: 9999999997-14-000588 (34 Act)  Size: 1 KB",1/8/2014
NO ACT,https://www.sec.gov/Archives/edgar/data/21344/999999999714000730/9999999997-14-000730-index.htm,"[Paper]No Action Letter
Acc-no: 9999999997-14-000730 (34 Act)  Size: 1 KB",1/6/2014
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213035055/0001127602-13-035055-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-035055 Size: 6 KB",12/18/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213035051/0001127602-13-035051-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-035051 Size: 7 KB",12/18/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213035041/0001127602-13-035041-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-035041 Size: 6 KB",12/18/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213035038/0001127602-13-035038-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-035038 Size: 6 KB",12/18/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213035035/0001127602-13-035035-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-035035 Size: 6 KB",12/18/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213035032/0001127602-13-035032-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-035032 Size: 6 KB",12/18/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213035029/0001127602-13-035029-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-035029 Size: 6 KB",12/18/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213035025/0001127602-13-035025-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-035025 Size: 6 KB",12/18/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213035021/0001127602-13-035021-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-035021 Size: 5 KB",12/18/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213035019/0001127602-13-035019-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-035019 Size: 6 KB",12/18/2013
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465913090952/0001104659-13-090952-index.htm,"Current report, items 5.02 and 9.01
Acc-no: 0001104659-13-090952 (34 Act)  Size: 85 KB",12/18/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213035016/0001127602-13-035016-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-035016 Size: 6 KB",12/18/2013
